usuario_id,idade,renda_mensal,estado,data_cadastro,score_credito,tem_cartao,tem_conta_corrente
7175,24,2542.98,BA,2024-06-11,479,True,True
7176,32,10071.75,MG,2024-08-20,734,True,True
7177,64,11260.82,PE,2024-12-17,757,False,True
7178,43,6108.07,AP,2024-09-11,758,False,True
7179,27,5836.29,SP,2024-08-15,652,False,True
7180,33,2875.59,CE,2024-02-02,597,True,True
7181,27,1000.0,PE,2024-12-11,759,False,True
7182,31,5514.2,BA,2024-11-15,851,True,True
7183,43,6236.59,DF,2024-07-17,728,True,True
7184,43,2867.11,MG,2024-03-10,478,True,True
7185,27,2077.96,SP,2024-03-23,717,True,False
7186,56,1774.49,SP,2024-05-19,438,True,True
7187,35,5620.12,RS,2024-09-17,721,True,True
7188,30,5247.59,MT,2024-08-09,646,False,True
7189,33,12780.11,BA,2024-04-17,891,True,True
7190,36,2580.26,SP,2024-04-24,389,True,True
7191,34,3903.59,MG,2024-11-29,548,True,False
7192,33,4982.87,PE,2024-01-24,528,True,True
7193,33,3165.65,PA,2024-06-01,599,True,True
7194,26,9616.28,PI,2024-05-18,553,False,True
7195,44,13233.63,GO,2024-12-14,462,True,True
7196,34,2029.5,RJ,2024-05-11,794,True,True
7197,25,3406.82,RO,2024-08-14,583,True,True
7198,43,14180.8,PA,2024-07-25,747,False,True
7199,57,6364.76,RR,2024-09-26,633,True,True
7200,59,5397.92,BA,2024-01-05,386,True,True
7201,30,6457.47,RO,2024-10-31,730,True,True
7202,25,8305.82,MT,2024-12-26,950,True,True
7203,33,6709.84,GO,2024-07-28,725,True,True
7204,25,5830.6,MA,2024-06-09,672,False,True
7205,57,4952.56,RJ,2024-10-08,663,True,True
7206,26,14451.88,GO,2024-06-04,543,True,True
7207,28,3971.79,SP,2024-08-13,516,False,True
7208,31,4919.63,PR,2024-03-10,833,True,True
7209,30,17010.65,AL,2024-11-10,607,False,True
7210,44,6377.82,RJ,2024-07-29,549,True,True
7211,32,4659.82,PB,2024-08-19,745,True,True
7212,26,8140.42,PB,2024-05-02,823,False,True
7213,28,5894.83,PE,2024-08-06,484,False,False
7214,33,2720.87,AM,2024-11-20,762,True,True
7215,25,5979.43,PR,2024-06-04,796,False,True
7216,36,2573.41,SP,2024-05-26,697,True,False
7217,34,21192.82,PE,2024-05-10,447,False,True
7218,40,5949.26,PA,2024-05-13,783,True,True
7219,58,2320.26,GO,2024-10-14,705,True,True
7220,55,3589.96,AC,2024-06-25,761,True,True
7221,59,9024.18,RO,2024-08-04,627,True,True
7222,27,2053.08,SP,2024-06-30,509,True,True
7223,25,43320.08,SP,2024-08-04,391,True,True
7224,29,1534.25,BA,2024-12-16,686,False,True
7225,53,10306.44,PI,2024-12-25,654,True,False
7226,61,3329.95,MG,2024-06-17,530,False,True
7227,49,2573.2,AM,2024-06-28,539,False,True
7228,25,7556.67,MG,2024-04-13,549,True,True
7229,59,3418.08,RS,2024-03-17,656,True,True
7230,31,17557.6,MG,2024-11-27,719,True,True
7231,18,1601.93,RS,2024-08-02,565,False,True
7232,32,7706.53,PR,2024-01-18,636,True,True
7233,20,3943.49,PR,2024-02-05,717,True,False
7234,34,6229.32,RJ,2024-02-13,713,True,False
7235,30,7415.12,RS,2024-02-05,521,True,False
7236,32,1229.92,BA,2024-03-15,640,True,True
7237,36,5926.6,SP,2024-03-18,677,False,True
7238,50,11745.7,BA,2024-10-11,684,True,True
7239,38,7137.44,SP,2024-07-20,552,True,True
7240,32,3659.14,GO,2024-04-18,741,False,True
7241,45,1585.98,MG,2024-07-19,878,True,True
7242,54,7378.76,PR,2024-04-09,599,True,True
7243,25,22045.98,MS,2024-01-10,685,True,True
7244,34,8345.65,PE,2024-06-20,543,True,True
7245,28,12408.97,PA,2024-08-25,645,True,True
7246,21,10367.32,RJ,2024-04-24,778,False,True
7247,39,3588.67,RS,2024-03-13,667,True,True
7248,50,5283.74,RJ,2024-03-05,619,False,True
7249,26,9845.98,SP,2024-07-20,666,False,True
7250,44,1388.84,PE,2024-11-16,728,True,False
7251,49,8278.31,PE,2024-09-01,314,True,True
7252,55,13455.38,PR,2024-07-17,517,False,True
7253,28,4716.93,SP,2024-11-05,480,True,True
7254,54,9425.89,BA,2024-09-13,713,True,True
7255,29,3154.24,SC,2024-07-29,662,True,True
7256,34,5067.42,BA,2024-07-26,667,True,True
7257,21,3950.16,PR,2024-06-24,848,False,True
7258,20,7100.0,SP,2024-03-18,579,False,True
7259,41,4520.51,RS,2024-04-05,468,False,False
7260,32,1285.7,MG,2024-01-28,707,True,True
7261,28,2766.94,RJ,2024-07-05,645,True,False
7262,26,23248.76,PE,2024-10-15,655,True,True
7263,39,7739.0,PE,2024-04-22,726,True,True
7264,18,1000.0,MA,2024-07-19,526,True,True
7265,44,12916.42,PE,2024-12-31,625,False,False
7266,23,1954.21,MG,2024-05-10,532,True,True
7267,26,10043.69,SC,2024-06-16,866,True,True
7268,31,13818.83,GO,2024-01-30,680,True,True
7269,33,5331.31,RS,2024-09-21,581,True,True
7270,30,2213.84,PE,2024-10-05,607,True,True
7271,29,2773.51,AL,2024-12-20,580,False,True
7272,61,8130.73,GO,2024-01-13,684,True,True
7273,37,1981.51,SP,2024-07-21,631,True,False
7274,19,3085.55,MG,2024-12-08,790,False,True
7275,31,7408.0,TO,2024-09-26,698,True,False
7276,51,2919.19,MG,2024-07-30,633,False,True
7277,29,15315.57,AL,2024-09-15,498,True,True
7278,24,2142.09,SP,2024-09-21,554,True,True
7279,42,1000.0,MA,2024-11-14,680,True,True
7280,36,2637.07,SP,2024-02-23,668,False,True
7281,35,6298.7,AP,2024-01-13,776,False,False
7282,21,9805.16,SP,2024-07-14,625,True,True
7283,25,3544.98,BA,2024-11-02,737,True,True
7284,37,3937.16,SP,2024-04-10,852,False,True
7285,27,4794.82,PE,2024-10-30,831,True,True
7286,33,19801.83,AM,2024-01-28,561,False,True
7287,34,6654.22,MG,2024-08-06,475,True,True
7288,28,3313.57,RS,2024-04-06,521,False,True
7289,59,25372.27,SP,2024-03-15,689,False,True
7290,47,4959.04,BA,2024-08-15,661,False,True
7291,41,1000.0,BA,2024-03-30,700,False,True
7292,23,1620.58,GO,2024-08-26,627,True,True
7293,24,7681.65,PA,2024-12-09,620,False,True
7294,33,1185.85,SP,2024-11-16,470,True,True
7295,26,7320.55,PR,2024-09-25,574,True,True
7296,62,2633.39,MG,2024-03-07,642,True,True
7297,26,12609.09,RJ,2024-01-14,596,True,True
7298,33,5619.57,MG,2024-03-19,554,False,True
7299,30,1326.61,PA,2024-10-21,600,True,True
7300,37,10212.61,RJ,2024-10-31,592,True,True
7301,25,14630.71,SP,2024-06-13,578,True,True
7302,31,1769.64,RS,2024-02-04,539,False,True
7303,28,2585.75,RJ,2024-02-13,471,True,True
7304,52,7345.97,MG,2024-02-13,697,True,True
7305,20,8479.2,PR,2024-09-15,646,True,True
7306,55,32292.7,MS,2024-07-22,749,True,False
7307,46,10023.89,AL,2024-11-26,583,True,True
7308,29,33544.47,PR,2024-07-28,901,True,True
7309,43,4991.68,SE,2024-10-19,485,True,True
7310,20,6680.19,SP,2024-04-29,723,False,True
7311,61,3119.72,RJ,2024-05-12,558,False,True
7312,34,3235.43,SP,2024-05-03,575,True,True
7313,29,5528.55,PA,2024-07-08,480,False,True
7314,30,3084.04,PB,2024-06-07,615,True,True
7315,22,1000.0,PB,2024-03-29,792,True,True
7316,63,2882.92,CE,2024-07-31,700,False,True
7317,20,11630.14,SP,2024-07-02,567,True,True
7318,38,5209.54,SP,2024-10-06,797,False,True
7319,32,5232.93,RO,2024-01-02,496,True,False
7320,59,2668.43,PR,2024-03-14,762,False,True
7321,27,6414.78,ES,2024-06-16,505,True,True
7322,34,18525.93,RJ,2024-03-24,676,True,True
7323,33,15071.56,SP,2024-08-14,870,True,True
7324,40,6585.96,AL,2024-07-28,617,True,True
7325,22,2482.5,RJ,2024-07-22,601,False,True
7326,26,20206.48,RJ,2024-01-22,511,True,False
7327,27,11468.9,RS,2024-05-19,701,False,True
7328,41,1503.16,BA,2024-10-13,829,True,True
7329,26,1205.4,GO,2024-05-04,660,True,True
7330,35,1571.29,PA,2024-08-15,755,True,True
7331,27,3311.2,PB,2024-04-20,669,False,True
7332,50,10111.48,SC,2024-08-10,651,True,True
7333,58,9920.53,SP,2024-12-11,516,True,True
7334,33,6454.78,SP,2024-06-17,711,True,False
7335,30,4392.42,SP,2024-05-02,760,True,True
7336,27,32762.72,MA,2024-08-20,633,True,True
7337,21,5050.24,MS,2024-09-13,574,True,False
7338,28,4584.39,SP,2024-04-03,574,True,True
7339,38,3274.55,MG,2024-08-01,733,False,True
7340,34,28842.19,MG,2024-11-15,598,True,True
7341,58,8749.22,MG,2024-02-20,706,True,True
7342,31,2148.25,SP,2024-01-28,950,False,True
7343,40,1953.99,RS,2024-07-13,713,True,True
7344,33,1281.74,PI,2024-09-23,596,True,True
7345,33,4548.64,SP,2024-01-19,829,True,True
7346,28,1482.1,SP,2024-05-11,685,True,True
7347,32,1931.24,PE,2024-10-23,664,True,True
7348,32,11552.68,RN,2024-06-16,300,True,True
7349,40,10024.6,RJ,2024-07-09,797,False,True
7350,58,16205.75,RR,2024-03-16,603,False,True
7351,29,1515.87,CE,2024-06-05,602,True,True
7352,20,2204.25,PR,2024-10-17,683,True,False
7353,33,2972.47,MT,2024-02-26,725,True,True
7354,34,18252.69,MG,2024-09-10,649,True,True
7355,26,5168.33,RJ,2024-02-13,658,True,True
7356,42,21112.5,RJ,2024-06-25,645,True,True
7357,63,8118.94,SP,2024-07-09,634,True,True
7358,59,4492.04,AC,2024-02-04,742,True,True
7359,26,7778.12,RS,2024-12-04,668,False,True
7360,51,1232.12,RO,2024-12-29,388,False,True
7361,40,1000.0,AC,2024-04-06,616,False,True
7362,32,6047.54,SP,2024-02-11,640,True,True
7363,34,4971.72,SP,2024-02-29,754,True,True
7364,48,23083.98,TO,2024-11-04,539,True,True
7365,33,1630.82,SP,2024-10-02,616,True,True
7366,30,6620.74,MG,2024-08-08,654,False,True
7367,33,8571.71,SP,2024-09-11,765,True,True
7368,35,6465.59,PA,2024-01-23,637,True,True
7369,26,11839.03,SP,2024-04-19,521,False,True
7370,54,2963.43,MT,2024-05-02,679,True,True
7371,39,9564.23,PI,2024-12-06,793,True,True
7372,37,7701.88,PA,2024-01-21,593,True,True
7373,24,12490.0,PR,2024-11-24,711,False,True
7374,36,3265.18,BA,2024-11-02,561,True,True
7375,25,1902.72,SC,2024-02-15,878,True,True
7376,23,2972.49,BA,2024-09-16,855,True,True
7377,34,2099.71,RJ,2024-09-15,681,True,True
7378,31,3127.59,BA,2024-12-23,379,True,True
7379,35,3761.5,RJ,2024-06-21,571,True,True
7380,23,2370.57,BA,2024-05-12,556,True,True
7381,32,4945.43,AL,2024-05-30,686,True,True
7382,26,1913.69,SP,2024-12-24,754,False,True
7383,63,4635.22,PI,2024-08-13,665,True,True
7384,34,3307.08,PR,2024-03-19,747,True,True
7385,39,4460.5,GO,2024-11-02,575,True,True
7386,29,6732.4,RJ,2024-01-03,549,True,True
7387,24,3517.18,MA,2024-02-10,699,True,True
7388,62,2637.61,GO,2024-04-17,665,True,True
7389,28,2911.36,MA,2024-12-19,551,True,True
7390,31,11142.24,RN,2024-08-20,839,True,True
7391,38,13643.96,AC,2024-01-11,742,True,True
7392,19,3255.43,RJ,2024-02-21,530,False,True
7393,44,4343.23,PE,2024-08-05,712,True,True
7394,34,1257.0,MG,2024-01-29,412,True,True
7395,28,4249.04,AL,2024-07-24,760,True,True
7396,22,1538.8,MA,2024-04-29,881,False,True
7397,26,3325.35,RJ,2024-05-26,731,True,False
7398,53,11636.45,ES,2024-02-27,777,False,False
7399,39,1478.05,ES,2024-10-21,763,True,True
7400,28,2388.43,MG,2024-09-19,671,True,True
7401,22,2397.84,SP,2024-05-06,643,False,True
7402,39,1293.25,MG,2024-05-11,660,False,True
7403,35,9800.26,SP,2024-09-01,638,True,True
7404,31,6135.15,AC,2024-07-05,663,False,True
7405,30,20891.2,AL,2024-09-13,609,True,True
7406,27,2216.63,PB,2024-07-26,656,True,True
7407,39,1190.68,PB,2024-12-09,738,True,True
7408,61,10436.4,RS,2024-12-10,722,True,True
7409,26,3682.44,RR,2024-06-27,699,True,True
7410,36,3383.62,MS,2024-08-31,516,True,True
7411,31,16033.27,RR,2024-08-24,570,True,False
7412,32,5629.69,PR,2024-11-16,749,True,True
7413,28,10131.01,RJ,2024-08-01,597,True,True
7414,46,2986.57,PE,2024-10-25,745,True,True
7415,33,2751.45,CE,2024-03-26,666,True,True
7416,34,3669.1,CE,2024-11-08,722,False,True
7417,29,8402.57,RS,2024-10-03,535,False,True
7418,26,5119.03,SC,2024-12-24,706,True,True
7419,23,7146.43,SP,2024-08-12,673,True,True
7420,40,1000.0,BA,2024-12-29,661,True,True
7421,26,1090.54,PR,2024-06-01,355,False,True
7422,39,1000.0,SP,2024-08-10,940,True,True
7423,31,3628.46,PR,2024-01-30,597,True,True
7424,31,1606.59,MG,2024-09-11,626,True,True
7425,32,18991.06,PE,2024-08-24,605,True,True
7426,30,4831.4,MT,2024-03-13,682,True,True
7427,24,5845.05,RS,2024-10-06,520,True,True
7428,29,2055.28,AL,2024-01-12,856,True,True
7429,38,2004.62,SP,2024-11-28,568,True,True
7430,38,17000.38,PE,2024-06-06,507,False,True
7431,28,20453.92,RS,2024-05-05,796,True,True
7432,32,6854.48,MG,2024-12-18,688,False,True
7433,26,1000.0,RJ,2024-11-13,638,False,True
7434,27,3496.85,RJ,2024-01-24,612,True,True
7435,19,6314.56,PR,2024-03-19,555,True,True
7436,53,4095.43,SE,2024-05-23,492,True,True
7437,27,1000.0,BA,2024-10-02,492,True,True
7438,27,21581.95,BA,2024-03-23,767,True,True
7439,28,2518.97,DF,2024-06-21,728,True,True
7440,25,1680.89,MG,2024-08-28,696,False,True
7441,37,4794.86,MG,2024-11-10,765,True,True
7442,22,12675.2,PI,2024-05-26,790,True,True
7443,25,7408.72,SP,2024-01-25,583,False,False
7444,38,1715.55,SC,2024-02-19,694,True,True
7445,30,1503.46,SC,2024-09-10,621,True,True
7446,40,1000.0,BA,2024-06-06,800,True,True
7447,34,3892.15,PB,2024-11-24,570,True,True
7448,28,3366.16,PR,2024-02-18,515,False,True
7449,38,7413.79,SE,2024-07-20,562,True,True
7450,25,2840.09,MG,2024-10-14,808,True,True
7451,34,10710.35,MG,2024-01-07,627,False,True
7452,32,8297.81,TO,2024-11-12,530,True,True
7453,28,2743.24,MG,2024-04-06,536,True,True
7454,36,6720.65,SP,2024-07-20,704,False,False
7455,51,14231.0,BA,2024-10-19,347,True,True
7456,64,2278.87,AP,2024-03-10,719,True,True
7457,36,4143.67,RN,2024-11-30,579,True,True
7458,31,4079.66,RS,2024-09-29,808,True,True
7459,27,3691.65,SC,2024-07-18,635,False,True
7460,28,9334.92,MA,2024-02-07,789,False,True
7461,33,9945.41,DF,2024-03-13,584,True,True
7462,30,6804.49,SP,2024-12-06,541,False,True
7463,55,6549.53,GO,2024-12-28,770,True,True
7464,30,3134.53,PA,2024-07-27,649,True,True
7465,30,6402.36,SP,2024-12-03,632,True,True
7466,30,1757.88,RN,2024-06-18,536,True,True
7467,47,35697.42,RS,2024-12-09,647,False,True
7468,38,14475.5,SP,2024-12-15,544,True,True
7469,36,10564.23,SE,2024-04-09,570,True,True
7470,29,6813.56,PE,2024-06-11,950,True,True
7471,45,6818.16,SP,2024-11-26,710,True,True
7472,20,1271.44,AL,2024-10-05,671,True,False
7473,51,1795.63,SC,2024-04-08,624,True,True
7474,33,1983.91,GO,2024-01-13,509,True,True
7475,31,5149.63,BA,2024-09-19,708,False,True
7476,33,3923.67,RS,2024-05-31,657,True,True
7477,38,9405.62,SP,2024-01-27,639,True,True
7478,18,2270.06,DF,2024-09-09,690,True,True
7479,51,11173.39,CE,2024-10-04,563,True,True
7480,32,2549.61,PI,2024-04-24,752,True,False
7481,30,3517.93,GO,2024-07-13,699,True,True
7482,25,10060.34,SP,2024-09-06,524,True,True
7483,32,7359.33,RS,2024-09-20,721,True,True
7484,33,1805.94,SP,2024-06-29,702,True,True
7485,31,11513.19,BA,2024-11-28,857,True,True
7486,39,5277.4,SP,2024-02-26,589,True,True
7487,31,1000.0,PA,2024-03-15,786,False,True
7488,60,2504.53,SP,2024-12-27,589,True,True
7489,36,3541.48,AL,2024-07-10,549,True,True
7490,44,1928.56,GO,2024-10-01,700,True,True
7491,25,14388.29,MG,2024-12-31,721,True,True
7492,31,3641.65,MT,2024-01-10,784,True,True
7493,29,7102.1,TO,2024-12-19,527,True,True
7494,35,5798.01,SP,2024-11-07,569,True,True
7495,49,8643.79,SE,2024-12-02,681,True,True
7496,23,18740.47,MS,2024-07-11,696,True,False
7497,22,8438.51,PB,2024-11-22,566,True,True
7498,48,19812.96,RJ,2024-09-01,662,True,True
7499,27,8619.67,RN,2024-03-15,861,True,True
7500,39,5460.12,SP,2024-08-12,772,True,True
7501,34,6356.07,SP,2024-06-01,423,True,True
7502,46,1000.0,MG,2024-03-09,640,False,False
7503,25,3414.8,RJ,2024-09-02,621,True,True
7504,25,4381.45,PR,2024-04-11,703,False,True
7505,34,6977.48,BA,2024-12-26,583,True,True
7506,59,4815.49,MG,2024-08-12,545,True,True
7507,31,6419.53,CE,2024-07-29,492,True,True
7508,29,1705.22,SP,2024-09-24,438,True,True
7509,36,1387.04,RJ,2024-02-02,638,True,False
7510,57,1907.4,MG,2024-08-31,590,False,True
7511,47,17273.96,RS,2024-06-06,767,True,True
7512,64,1782.34,MG,2024-02-20,717,True,True
7513,19,2615.25,SP,2024-06-21,695,True,True
7514,25,5346.1,PA,2024-06-06,422,False,True
7515,36,1375.68,PB,2024-09-28,710,True,True
7516,45,2445.79,SP,2024-12-30,819,True,True
7517,28,8445.81,MG,2024-12-06,802,True,True
7518,27,3461.88,PR,2024-05-16,619,True,True
7519,43,18897.58,RJ,2024-03-22,333,True,True
7520,21,1262.89,PA,2024-05-06,541,False,True
7521,30,3727.59,DF,2024-06-08,599,True,True
7522,33,3462.61,PI,2024-02-01,502,True,True
7523,34,4879.77,ES,2024-07-06,528,True,True
7524,41,1841.97,MG,2024-04-30,629,True,True
7525,30,3089.05,PR,2024-08-19,827,True,True
7526,36,9240.01,SP,2024-06-12,728,True,True
7527,35,3961.9,RS,2024-11-21,683,True,True
7528,34,2088.53,MT,2024-11-18,750,True,True
7529,37,25952.94,ES,2024-12-05,575,True,True
7530,28,5111.66,RN,2024-05-12,664,True,True
7531,23,8027.88,RJ,2024-02-17,625,True,False
7532,25,9057.2,SP,2024-11-08,520,True,True
7533,27,4644.29,PR,2024-07-07,396,True,True
7534,33,2612.87,PR,2024-12-24,614,True,True
7535,47,5763.83,GO,2024-03-04,660,False,True
7536,40,2807.11,SP,2024-05-18,528,False,True
7537,43,6616.06,SP,2024-09-29,501,True,True
7538,30,4309.63,ES,2024-05-27,599,False,True
7539,31,11198.47,PE,2024-08-23,687,True,True
7540,31,1971.99,RJ,2024-08-09,537,False,True
7541,26,8732.56,SE,2024-05-23,765,True,True
7542,21,8030.68,MG,2024-11-08,427,True,False
7543,35,4059.36,PR,2024-05-11,805,True,True
7544,63,8814.53,SP,2024-07-30,915,True,True
7545,26,6871.34,MA,2024-12-27,612,True,True
7546,21,8380.99,DF,2024-02-04,589,True,True
7547,43,7965.01,RJ,2024-06-14,639,True,False
7548,28,5115.84,PA,2024-05-28,562,False,True
7549,46,3050.43,MG,2024-07-31,659,True,True
7550,40,3022.37,RS,2024-05-21,618,True,True
7551,59,4139.3,SP,2024-11-25,549,True,True
7552,31,9648.08,RS,2024-10-12,735,True,True
7553,38,8150.21,MA,2024-06-25,646,True,True
7554,32,10990.49,RS,2024-12-30,812,False,False
7555,37,11908.68,CE,2024-05-02,671,True,True
7556,32,4131.54,MA,2024-08-01,595,True,True
7557,26,23622.08,GO,2024-03-10,539,False,True
7558,33,4522.48,RJ,2024-06-18,601,True,True
7559,34,3310.59,MG,2024-10-05,486,True,True
7560,44,6416.75,RJ,2024-08-26,576,True,True
7561,41,7237.05,PA,2024-10-02,735,False,True
7562,38,2715.56,AM,2024-09-29,748,True,True
7563,25,4328.94,PE,2024-05-07,588,False,True
7564,41,3437.24,SP,2024-03-17,756,True,True
7565,33,5504.02,MT,2024-10-25,602,True,True
7566,53,9289.94,AL,2024-09-07,813,True,True
7567,56,3972.98,PB,2024-08-17,683,True,True
7568,21,7771.14,SP,2024-08-27,599,True,True
7569,45,1617.96,RJ,2024-08-30,695,True,True
7570,20,10014.89,MS,2024-12-20,615,True,True
7571,30,3419.52,PR,2024-08-13,701,True,True
7572,34,3371.09,RJ,2024-08-01,513,True,True
7573,25,6770.11,PE,2024-12-17,594,False,True
7574,42,7060.85,BA,2024-09-28,947,False,True
7575,18,4492.45,SC,2024-10-14,713,True,True
7576,26,2413.81,MG,2024-10-26,573,True,True
7577,35,3348.76,RN,2024-06-12,324,False,True
7578,40,5303.88,BA,2024-05-14,541,True,True
7579,55,7272.63,RO,2024-11-16,720,False,True
7580,40,2544.38,AL,2024-06-24,632,True,True
7581,39,2945.07,PA,2024-06-25,523,False,True
7582,31,6065.39,ES,2024-06-15,428,True,True
7583,18,4598.19,SP,2024-05-03,638,True,True
7584,25,5525.88,MG,2024-12-05,490,True,True
7585,34,1000.0,PB,2024-04-11,724,True,True
7586,39,3881.86,SP,2024-04-19,645,True,True
7587,31,9726.56,CE,2024-08-08,813,True,True
7588,41,3002.8,MG,2024-05-17,705,False,True
7589,33,7253.36,RJ,2024-07-18,486,True,True
7590,22,1868.71,BA,2024-08-22,819,False,True
7591,26,1407.78,SP,2024-03-03,827,False,True
7592,47,6865.43,CE,2024-08-08,817,True,True
7593,41,4705.22,RS,2024-10-22,525,True,True
7594,53,3756.68,BA,2024-10-21,482,True,False
7595,25,9673.77,SP,2024-12-29,519,True,True
7596,63,3829.65,RS,2024-02-07,692,False,False
7597,27,2962.84,RN,2024-08-24,649,True,True
7598,18,2717.16,CE,2024-11-19,711,True,True
7599,64,2294.16,SC,2024-12-23,557,False,True
7600,28,7138.93,SP,2024-09-28,479,True,False
7601,39,3828.86,BA,2024-05-06,719,True,True
7602,26,12259.01,CE,2024-01-04,620,True,True
7603,35,1000.0,BA,2024-01-13,666,False,True
7604,54,10283.26,PB,2024-04-27,526,False,True
7605,29,6553.17,MG,2024-10-04,449,True,True
7606,39,4570.33,RS,2024-12-27,567,True,True
7607,26,1749.12,PA,2024-09-14,538,True,False
7608,37,1302.57,RR,2024-10-07,605,False,True
7609,29,8963.11,SP,2024-11-21,607,False,True
7610,27,5965.32,RJ,2024-11-10,782,True,True
7611,29,5875.67,BA,2024-03-25,731,True,True
7612,26,4527.94,BA,2024-05-27,561,True,True
7613,54,9699.66,SP,2024-11-07,796,True,True
7614,31,3075.75,PA,2024-05-20,893,False,True
7615,27,3755.12,RN,2024-03-27,594,True,True
7616,32,4267.24,MT,2024-05-11,423,False,True
7617,29,4142.57,CE,2024-03-03,721,True,True
7618,42,14317.79,SP,2024-06-21,788,True,False
7619,61,1801.63,MG,2024-05-13,834,True,True
7620,32,1029.0,MG,2024-09-03,478,True,True
7621,49,1535.76,MA,2024-02-29,427,True,True
7622,34,8492.35,SP,2024-10-11,853,False,True
7623,26,4534.09,BA,2024-08-01,767,True,True
7624,39,1367.89,RN,2024-02-03,543,True,True
7625,33,5322.68,RS,2024-08-28,593,True,True
7626,38,3792.62,SC,2024-04-25,470,True,False
7627,53,7689.38,SP,2024-04-26,613,False,True
7628,32,9278.11,SP,2024-01-25,639,True,True
7629,54,36846.91,CE,2024-07-10,626,True,True
7630,42,1908.89,DF,2024-04-10,401,False,True
7631,33,1107.42,BA,2024-05-27,662,True,True
7632,36,7873.78,RR,2024-10-19,675,False,True
7633,29,10822.37,MG,2024-08-03,700,True,True
7634,63,1771.26,DF,2024-07-29,656,False,True
7635,38,1772.63,DF,2024-07-04,820,True,True
7636,20,6473.63,PR,2024-10-21,433,True,True
7637,29,19372.04,AL,2024-07-30,782,True,True
7638,37,2437.46,SC,2024-12-19,825,True,True
7639,21,5269.3,GO,2024-05-31,300,False,True
7640,19,1075.65,SP,2024-11-12,845,True,True
7641,32,4192.83,CE,2024-03-11,912,True,True
7642,29,4487.64,PE,2024-03-04,772,True,True
7643,32,15899.33,RR,2024-10-08,664,True,True
7644,28,2792.4,SP,2024-06-03,544,True,True
7645,26,8511.12,SP,2024-11-12,502,True,True
7646,39,2650.73,PR,2024-06-16,702,True,True
7647,33,5283.09,MG,2024-08-31,687,True,True
7648,27,25896.34,SP,2024-05-06,591,True,True
7649,29,20629.58,SP,2024-04-10,775,True,True
7650,35,23587.08,DF,2024-06-28,700,False,True
7651,22,6755.13,ES,2024-07-29,652,False,True
7652,25,4153.85,AM,2024-12-04,569,True,True
7653,22,6173.0,MG,2024-11-19,468,True,False
7654,44,7135.51,PR,2024-05-13,578,True,True
7655,42,6710.65,SP,2024-10-27,496,True,True
7656,42,2781.9,SP,2024-06-04,678,True,True
7657,40,2693.92,SP,2024-12-18,598,True,True
7658,39,3050.3,SP,2024-11-11,810,True,True
7659,33,11570.94,RJ,2024-05-15,397,False,True
7660,37,12622.42,BA,2024-01-01,648,True,True
7661,20,50000.0,GO,2024-01-09,599,True,True
7662,37,6908.56,BA,2024-03-22,795,True,True
7663,43,2615.62,SP,2024-01-16,754,True,True
7664,33,3350.58,SC,2024-05-31,707,True,True
7665,30,4332.93,PR,2024-01-19,709,False,True
7666,28,16399.38,RN,2024-08-29,790,True,True
7667,37,8833.89,RR,2024-03-23,824,False,True
7668,40,1673.3,PE,2024-10-04,589,True,True
7669,51,4696.28,CE,2024-05-10,823,True,True
7670,30,1514.47,RS,2024-06-10,617,True,True
7671,43,7894.98,BA,2024-04-21,587,True,True
7672,34,2792.11,BA,2024-06-29,457,True,True
7673,52,3013.97,MA,2024-05-21,574,True,True
7674,34,1093.36,ES,2024-07-22,331,True,True
7675,33,9004.27,RJ,2024-04-01,769,True,True
7676,35,12925.19,AM,2024-03-09,605,True,True
7677,42,2823.26,SC,2024-08-16,346,False,True
7678,61,4317.31,SP,2024-04-09,597,True,True
7679,22,3349.46,AL,2024-06-08,783,True,True
7680,21,4127.36,SC,2024-12-06,334,False,True
7681,58,2551.09,SP,2024-10-22,613,True,True
7682,34,2038.15,RS,2024-10-22,540,True,True
7683,36,14689.61,PR,2024-02-23,658,True,True
7684,33,1000.0,RJ,2024-04-20,343,True,True
7685,24,7356.15,MG,2024-06-26,615,True,True
7686,43,6165.14,SP,2024-06-01,592,True,True
7687,42,18455.82,CE,2024-05-10,560,False,True
7688,29,4067.94,SP,2024-01-26,716,True,True
7689,29,3651.73,RJ,2024-06-16,522,True,True
7690,47,2574.04,SP,2024-07-11,918,True,True
7691,22,6531.89,PR,2024-05-25,683,True,True
7692,52,2788.93,RN,2024-07-07,623,False,True
7693,28,1992.15,MG,2024-04-17,641,True,True
7694,35,2725.3,RO,2024-10-16,665,True,True
7695,58,2304.34,RO,2024-01-11,486,True,True
7696,39,2197.85,RS,2024-03-30,662,False,True
7697,31,5261.9,AL,2024-01-15,564,True,True
7698,39,4206.43,MG,2024-01-24,566,True,True
7699,30,7628.71,RJ,2024-08-07,739,True,True
7700,28,5529.12,RO,2024-02-08,552,False,True
7701,64,1877.74,CE,2024-02-11,562,False,True
7702,42,1000.0,RJ,2024-10-29,574,True,True
7703,38,2111.33,SP,2024-03-11,771,True,True
7704,30,9054.46,ES,2024-06-24,576,False,True
7705,21,8891.83,MG,2024-11-28,437,True,True
7706,20,10804.76,SP,2024-02-05,779,False,True
7707,34,9608.01,RJ,2024-07-29,631,True,True
7708,42,11727.79,RS,2024-02-09,708,True,True
